"font family","style","genre","subgenre","monospace","cap","ch","em","ex","ic","lh","foundry","designers","added","updated"
"ABeeZee","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Anja Meiners","2012-09-30","2019-07-17"
"ABeeZee","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Anja Meiners","2012-09-30","2019-07-17"
"Abel","regular","sans-serif","","false","784","400","800","357.8125","784","784","MADType","MADType","2011-08-03","2019-07-17"
"Abhaya Libre","regular","serif","","false","784","400","800","357.8125","784","784","","Mooniak","2016-08-30","2019-07-16"
"Abhaya Libre","medium","serif","","false","784","400","800","357.8125","784","784","","Mooniak","2016-08-30","2019-07-16"
"Abhaya Libre","semi-bold","serif","","false","784","400","800","365.234375","784","784","","Mooniak","2016-08-30","2019-07-16"
"Abhaya Libre","bold","serif","","false","784","400","800","365.234375","784","784","","Mooniak","2016-08-30","2019-07-16"
"Abhaya Libre","extra-bold","serif","","false","784","400","800","365.234375","784","784","","Mooniak","2016-08-30","2019-07-16"
"Abril Fatface","regular","serif","didone","false","784","400","800","357.8125","784","784","TypeTogether","TypeTogether","2011-08-31","2019-07-17"
"Aclonica","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Astigmatic","2011-04-27","2019-07-16"
"Acme","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Actor","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Thomas Junold","2011-08-03","2019-07-16"
"Adamina","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-09-07","2019-07-16"
"Advent Pro","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","light","sans-serif","","false","784","400","800","357.8125","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Advent Pro","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Andreas Kalpakidis","2012-02-29","2019-07-16"
"Aguafina Script","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Sudtipos","2011-11-30","2019-07-16"
"Akronim","regular","display","","false","784","400","800","357.8125","784","784","","Grzegorz Klimczewski","2012-09-23","2019-07-16"
"Aladin","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Sudtipos","2011-11-30","2019-07-16"
"Aldrich","regular","sans-serif","","false","784","400","800","357.8125","784","784","","MADType","2011-08-17","2019-07-16"
"Alef","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Hagilda, Mushon Zer-Aviv","2013-05-21","2019-07-16"
"Alef","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Hagilda, Mushon Zer-Aviv","2013-05-21","2019-07-16"
"Alegreya","regular","serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","medium","serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","bold","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","extra-bold","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","black","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","regular italic","serif","","false","784","400","800","353.515625","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","medium italic","serif","","false","784","400","800","353.515625","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","bold italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","extra-bold italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya","black italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-17"
"Alegreya SC","regular","serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","medium","serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","bold","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","extra-bold","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","black","serif","","false","784","400","800","365.234375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","regular italic","serif","","false","784","400","800","353.515625","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","medium italic","serif","","false","784","400","800","353.515625","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","bold italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","extra-bold italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya SC","black italic","serif","","false","784","400","800","362.109375","784","784","","Huerta Tipográfica","2011-12-19","2019-07-16"
"Alegreya Sans","thin","sans-serif","","false","784","400","800","357.8125","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","light","sans-serif","","false","784","400","800","357.8125","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","regular","sans-serif","","false","784","400","800","357.8125","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","medium","sans-serif","","false","784","400","800","357.8125","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","bold","sans-serif","","false","784","400","800","365.234375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","black","sans-serif","","false","784","400","800","365.234375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","thin italic","sans-serif","","false","784","400","800","353.515625","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","light italic","sans-serif","","false","784","400","800","353.515625","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","extra-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans","black italic","sans-serif","","false","784","400","800","362.109375","784","784","Google Design","Juan Pablo del Peral","2013-12-04","2019-07-17"
"Alegreya Sans SC","thin","sans-serif","","false","784","400","800","357.8125","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","light","sans-serif","","false","784","400","800","357.8125","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","black","sans-serif","","false","784","400","800","365.234375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","thin italic","sans-serif","","false","784","400","800","353.515625","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","light italic","sans-serif","","false","784","400","800","353.515625","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","extra-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Alegreya Sans SC","black italic","sans-serif","","false","784","400","800","362.109375","784","784","","Juan Pablo del Peral","2013-12-04","2019-07-16"
"Aleo","light","serif","","false","784","400","800","357.8125","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Aleo","regular","serif","","false","784","400","800","357.8125","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Aleo","bold","serif","","false","784","400","800","365.234375","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Aleo","light italic","serif","","false","784","400","800","353.515625","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Aleo","regular italic","serif","","false","784","400","800","353.515625","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Aleo","bold italic","serif","","false","784","400","800","362.109375","784","784","","Alessio Laiso, Kevin Conroy","2018-12-11","2019-07-16"
"Alex Brush","regular","calligraphic","","false","784","400","800","357.8125","784","784","","TypeSETit","2011-12-19","2019-07-16"
"Alfa Slab One","regular","display","","false","784","400","800","357.8125","784","784","","JM Solé","2011-12-19","2019-07-17"
"Alice","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-08-10","2019-07-16"
"Alike","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-08-24","2019-07-16"
"Alike Angular","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-09-28","2019-07-16"
"Allan","regular","display","","false","784","400","800","357.8125","784","784","","Anton Koovit","2010-12-15","2019-07-16"
"Allan","bold","display","","false","784","400","800","365.234375","784","784","","Anton Koovit","2010-12-15","2019-07-16"
"Allerta","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Matt McInerney","2010-11-30","2019-07-16"
"Allerta Stencil","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Matt McInerney","2010-11-30","2019-07-16"
"Allura","regular","calligraphic","","false","784","400","800","357.8125","784","784","","TypeSETit","2012-02-08","2019-07-16"
"Almendra","regular","serif","","false","784","400","800","357.8125","784","784","","Ana Sanfelippo","2011-12-19","2019-07-16"
"Almendra","bold","serif","","false","784","400","800","365.234375","784","784","","Ana Sanfelippo","2011-12-19","2019-07-16"
"Almendra","regular italic","serif","","false","784","400","800","353.515625","784","784","","Ana Sanfelippo","2011-12-19","2019-07-16"
"Almendra","bold italic","serif","","false","784","400","800","362.109375","784","784","","Ana Sanfelippo","2011-12-19","2019-07-16"
"Almendra Display","regular","display","","false","784","400","800","357.8125","784","784","","Ana Sanfelippo","2012-11-12","2019-07-16"
"Almendra SC","regular","serif","","false","784","400","800","357.8125","784","784","","Ana Sanfelippo","2011-12-19","2019-07-16"
"Amarante","regular","display","","false","784","400","800","357.8125","784","784","","Karolina Lach","2012-07-10","2019-07-16"
"Amaranth","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Gesine Todt","2011-05-04","2019-07-16"
"Amaranth","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Gesine Todt","2011-05-04","2019-07-16"
"Amaranth","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Gesine Todt","2011-05-04","2019-07-16"
"Amaranth","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Gesine Todt","2011-05-04","2019-07-16"
"Amatic SC","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Vernon Adams, Ben Nathan, Thomas Jockin, Cyreal","2011-10-12","2019-07-17"
"Amatic SC","bold","calligraphic","","false","784","400","800","365.234375","784","784","","Vernon Adams, Ben Nathan, Thomas Jockin, Cyreal","2011-10-12","2019-07-17"
"Amethysta","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2012-01-18","2019-07-16"
"Amiko","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Impallari Type","2016-03-01","2019-07-16"
"Amiko","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type","2016-03-01","2019-07-16"
"Amiko","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Impallari Type","2016-03-01","2019-07-16"
"Amiri","regular","serif","","false","784","400","800","357.8125","784","784","","Khaled Hosny, Sebastian Kosch","2012-07-30","2019-07-17"
"Amiri","bold","serif","","false","784","400","800","365.234375","784","784","","Khaled Hosny, Sebastian Kosch","2012-07-30","2019-07-17"
"Amiri","regular italic","serif","","false","784","400","800","353.515625","784","784","","Khaled Hosny, Sebastian Kosch","2012-07-30","2019-07-17"
"Amiri","bold italic","serif","","false","784","400","800","362.109375","784","784","","Khaled Hosny, Sebastian Kosch","2012-07-30","2019-07-17"
"Amita","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Multiple Designers","2015-05-20","2019-07-16"
"Amita","bold","calligraphic","","false","784","400","800","365.234375","784","784","","Multiple Designers","2015-05-20","2019-07-16"
"Anaheim","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Vernon Adams","2012-10-31","2019-07-16"
"Andada","regular","serif","","false","784","400","800","357.8125","784","784","","Huerta Tipográfica","2011-10-05","2019-07-16"
"Andika","regular","sans-serif","","false","784","400","800","357.8125","784","784","","SIL International","2011-08-10","2019-07-16"
"Angkor","regular","display","","false","784","400","800","357.8125","784","784","","Danh Hong","2011-03-02","2019-07-16"
"Annie Use Your Telescope","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Kimberly Geswein","2011-04-14","2019-07-16"
"Anonymous Pro","regular","sans-serif","","true","784","400","800","357.8125","784","784","","Mark Simonson","2010-12-15","2019-07-16"
"Anonymous Pro","bold","sans-serif","","true","784","400","800","365.234375","784","784","","Mark Simonson","2010-12-15","2019-07-16"
"Anonymous Pro","regular italic","sans-serif","","true","784","400","800","353.515625","784","784","","Mark Simonson","2010-12-15","2019-07-16"
"Anonymous Pro","bold italic","sans-serif","","true","784","400","800","362.109375","784","784","","Mark Simonson","2010-12-15","2019-07-16"
"Antic","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Santiago Orozco","2011-08-31","2019-07-16"
"Antic Didone","regular","serif","","false","784","400","800","357.8125","784","784","","Santiago Orozco","2012-03-14","2019-07-16"
"Antic Slab","regular","serif","","false","784","400","800","357.8125","784","784","","Santiago Orozco","2012-03-14","2019-07-16"
"Anton","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Vernon Adams","2011-02-23","2019-07-17"
"Arapey","regular","serif","","false","784","400","800","357.8125","784","784","","Eduardo Tunni","2011-11-02","2019-07-16"
"Arapey","regular italic","serif","","false","784","400","800","353.515625","784","784","","Eduardo Tunni","2011-11-02","2019-07-16"
"Arbutus","regular","display","","false","784","400","800","357.8125","784","784","","Karolina Lach","2011-12-07","2019-07-16"
"Arbutus Slab","regular","serif","","false","784","400","800","357.8125","784","784","","Karolina Lach","2012-09-18","2019-07-16"
"Architects Daughter","regular","calligraphic","","false","784","400","800","357.8125","784","784","","Kimberly Geswein","2011-03-09","2019-07-16"
"Archivo","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2016-12-03","2019-07-25"
"Archivo Black","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2012-09-18","2019-07-17"
"Archivo Narrow","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Archivo Narrow","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2012-09-18","2019-07-25"
"Aref Ruqaa","regular","serif","","false","784","400","800","357.8125","784","784","","Abdullah Aref, Khaled Hosny, Hermann Zapf","2016-06-20","2019-07-16"
"Aref Ruqaa","bold","serif","","false","784","400","800","365.234375","784","784","","Abdullah Aref, Khaled Hosny, Hermann Zapf","2016-06-20","2019-07-16"
"Arima Madurai","thin","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","extra-light","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","light","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","regular","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","medium","display","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","bold","display","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","extra-bold","display","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arima Madurai","black","display","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-06-15","2019-07-16"
"Arimo","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Steve Matteson","2010-11-18","2019-07-22"
"Arimo","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Steve Matteson","2010-11-18","2019-07-22"
"Arimo","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Steve Matteson","2010-11-18","2019-07-22"
"Arimo","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Steve Matteson","2010-11-18","2019-07-22"
"Arizonia","regular","calligraphic","","false","784","400","800","357.8125","784","784","","TypeSETit","2011-12-19","2019-07-16"
"Armata","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Viktoriya Grabowska","2011-12-19","2019-07-16"
"Arsenal","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Andrij Shevchenko","2016-12-06","2019-07-16"
"Arsenal","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Andrij Shevchenko","2016-12-06","2019-07-16"
"Arsenal","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Andrij Shevchenko","2016-12-06","2019-07-16"
"Arsenal","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Andrij Shevchenko","2016-12-06","2019-07-16"
"Artifika","regular","serif","","false","784","400","800","357.8125","784","784","","Cyreal","2011-06-01","2019-07-16"
"Arvo","regular","serif","","false","784","400","800","357.8125","784","784","","Anton Koovit","2010-11-17","2019-07-25"
"Arvo","bold","serif","","false","784","400","800","365.234375","784","784","","Anton Koovit","2010-11-17","2019-07-25"
"Arvo","regular italic","serif","","false","784","400","800","353.515625","784","784","","Anton Koovit","2010-11-17","2019-07-25"
"Arvo","bold italic","serif","","false","784","400","800","362.109375","784","784","","Anton Koovit","2010-11-17","2019-07-25"
"Arya","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Multiple Designers","2015-05-20","2019-07-16"
"Arya","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Multiple Designers","2015-05-20","2019-07-16"
"Asap","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2012-01-25","2019-07-25"
"Asap Condensed","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","regular italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","medium italic","sans-serif","","false","784","400","800","353.515625","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","semi-bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asap Condensed","bold italic","sans-serif","","false","784","400","800","362.109375","784","784","","Omnibus-Type","2017-07-31","2019-07-25"
"Asar","regular","serif","","false","784","400","800","357.8125","784","784","","Sorkin Type","2015-06-17","2019-07-16"
"Asset","regular","display","","false","784","400","800","357.8125","784","784","","Riccardo De Franceschi","2011-06-29","2019-07-16"
"Assistant","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Assistant","light","sans-serif","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Assistant","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Assistant","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Assistant","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Assistant","extra-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Multiple Designers","2016-03-31","2019-07-17"
"Astloch","regular","display","","false","784","400","800","357.8125","784","784","","Dan Rhatigan","2011-02-16","2019-07-25"
"Astloch","bold","display","","false","784","400","800","365.234375","784","784","","Dan Rhatigan","2011-02-16","2019-07-25"
"Asul","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Mariela Monsalve","2011-12-19","2019-07-16"
"Asul","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Mariela Monsalve","2011-12-19","2019-07-16"
"Athiti","extra-light","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Athiti","light","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Athiti","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Athiti","medium","sans-serif","","false","784","400","800","357.8125","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Athiti","semi-bold","sans-serif","","false","784","400","800","365.234375","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Athiti","bold","sans-serif","","false","784","400","800","365.234375","784","784","","Cadson Demak","2016-06-15","2019-07-16"
"Atma","light","display","","false","784","400","800","357.8125","784","784","","Black Foundry","2016-06-15","2019-07-16"
"Atma","regular","display","","false","784","400","800","357.8125","784","784","","Black Foundry","2016-06-15","2019-07-16"
"Atma","medium","display","","false","784","400","800","357.8125","784","784","","Black Foundry","2016-06-15","2019-07-16"
"Atma","semi-bold","display","","false","784","400","800","365.234375","784","784","","Black Foundry","2016-06-15","2019-07-16"
"Atma","bold","display","","false","784","400","800","365.234375","784","784","","Black Foundry","2016-06-15","2019-07-16"
"Atomic Age","regular","display","","false","784","400","800","357.8125","784","784","","James Grieshaber","2011-10-26","2019-07-16"
"Aubrey","regular","display","","false","784","400","800","357.8125","784","784","","Cyreal","2011-07-27","2019-07-16"
"Audiowide","regular","display","","false","784","400","800","357.8125","784","784","","Astigmatic","2012-04-04","2019-07-16"
"Autour One","regular","display","","false","784","400","800","357.8125","784","784","","Sorkin Type","2012-05-15","2019-07-16"
"Average","regular","serif","","false","784","400","800","357.8125","784","784","","Eduardo Tunni","2012-03-14","2019-07-16"
"Average Sans","regular","sans-serif","","false","784","400","800","357.8125","784","784","","Eduardo Tunni","2012-10-26","2019-07-16"
"Averia Gruesa Libre","regular","display","","false","784","400","800","357.8125","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","light","display","","false","784","400","800","357.8125","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","regular","display","","false","784","400","800","357.8125","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","bold","display","","false","784","400","800","365.234375","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","light italic","display","","false","784","400","800","353.515625","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","regular italic","display","","false","784","400","800","353.515625","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Libre","bold italic","display","","false","784","400","800","362.109375","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Sans Libre","light","display","","false","784","400","800","357.8125","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Sans Libre","regular","display","","false","784","400","800","357.8125","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Sans Libre","bold","display","","false","784","400","800","365.234375","784","784","","Dan Sayers","2012-03-14","2019-07-16"
"Averia Sans Libre","light italic","display","","false","784","400","800","353.515625","784","784","","Dan Sayers","2012-03-14","2019-07-16"
